date,beds_icu_total,beds_icu_occupied_covid_19,beds_icu_no_occupied_covid_19,beds_available_icu_beds_total,vents_total,vents_all_use_covid_19,vents_non_covid_pts_on_vents,vents_all_available_vents_not_in_use
2021-08-26,2179,566,1123,490,2792,253,553,1986
2021-08-27,2180,556,1110,514,2797,243,557,1997
2021-08-28,2184,553,1107,524,2792,254,535,2003
2021-08-29,2180,587,1058,535,2791,268,513,2010
2021-08-30,2173,612,1077,484,2792,283,482,2027
2021-08-31,2181,620,1108,453,2792,289,509,1994
2021-09-01,2192,613,1148,431,2792,306,520,1966
2021-09-02,2178,619,1127,432,2792,318,525,1949
2021-09-03,0,0,0,0,0,0,0,0
2021-09-04,0,0,0,0,0,0,0,0
2021-09-05,0,0,0,0,0,0,0,0
2021-09-06,2171,681,1023,467,2788,364,550,1874
2021-09-07,2173,680,1067,426,2790,370,543,1877
2021-09-08,2169,729,1085,355,2789,373,540,1876
2021-09-09,2175,716,1067,392,2792,383,552,1857
2021-09-10,2183,710,1081,392,2793,388,523,1882
2021-09-11,2206,714,1071,421,2800,384,546,1870
2021-09-12,2198,726,1097,375,2797,394,547,1856
2021-09-13,2214,745,1066,403,2796,410,598,1788
2021-09-14,2227,722,1097,408,2797,409,590,1798
2021-09-15,2143,729,1054,360,2793,420,563,1810
2021-09-16,2166,702,1077,387,2792,402,574,1816
2021-09-17,2164,682,1064,418,2795,398,589,1808
2021-09-18,2186,687,1038,461,2793,396,562,1835
2021-09-19,2173,677,1069,427,2793,404,545,1844
2021-09-20,2224,684,1077,463,2795,379,583,1833
2021-09-21,2226,685,1138,403,2795,384,618,1793
2021-09-22,2238,679,1194,365,2796,370,584,1842
2021-09-23,2244,646,1211,387,2794,352,579,1863
2021-09-24,2250,639,1207,404,2794,350,559,1885
2021-09-25,2242,613,1162,467,2794,361,570,1863
2021-09-26,2238,617,1131,490,2794,371,568,1855
2021-09-27,2238,603,1139,496,2796,355,591,1850
2021-09-28,2240,593,1217,430,2795,353,594,1848
2021-09-29,2248,584,1222,442,2796,346,554,1896
2021-09-30,2245,584,1207,454,2796,339,581,1876
2021-10-01,2233,564,1222,447,2797,330,589,1878
2021-10-02,2252,552,1198,502,2801,312,605,1884
2021-10-03,2276,548,1196,532,2800,310,586,1904
2021-10-04,2272,518,1161,593,2799,298,579,1922
2021-10-05,2250,509,1257,484,2796,307,591,1898
2021-10-06,2255,493,1285,477,2793,297,560,1936
2021-10-07,2269,488,1241,540,2791,289,559,1943
2021-10-08,2255,505,1260,490,2792,292,579,1921
2021-10-09,2247,486,1222,539,2790,277,595,1918
2021-10-10,2244,503,1199,542,2793,286,574,1933
2021-10-11,2240,489,1172,579,2793,290,604,1899
2021-10-12,2257,478,1208,571,2789,282,614,1893
2021-10-13,2259,474,1255,530,2787,275,616,1896
2021-10-14,2258,467,1264,527,2787,271,601,1915
2021-10-15,2252,444,1230,578,2793,259,599,1935
2021-10-16,2248,455,1214,579,2791,269,595,1927
2021-10-17,2251,447,1178,626,2790,262,593,1935
2021-10-18,2246,426,1183,637,2798,243,619,1936
2021-10-19,2244,425,1282,537,2799,231,626,1942
2021-10-20,2252,405,1274,573,2800,228,607,1965
2021-10-21,2248,422,1278,548,2793,236,601,1956
2021-10-22,2246,413,1287,546,2793,226,596,1971
2021-10-23,2246,422,1229,595,2793,225,597,1971
2021-10-24,2236,398,1152,686,2796,197,584,2015
2021-10-25,2275,391,1269,615,2790,200,596,1994
2021-10-26,2246,364,1323,559,2789,183,613,1993
2021-10-27,2246,364,1323,559,2789,183,613,1993
2021-10-28,2249,360,1269,620,2776,170,630,1976
2021-10-29,2252,354,1328,570,2773,165,620,1988
2021-10-30,2242,359,1326,557,2773,173,611,1989
2021-10-31,2248,368,1268,612,2771,181,608,1982
2021-11-01,2241,370,1244,627,2774,185,607,1982
2021-11-02,2253,375,1315,563,2773,181,639,1953
2021-11-03,2251,364,1349,538,2775,180,597,1998
2021-11-04,2250,335,1332,583,2773,168,567,2038
2021-11-05,2244,354,1393,497,2766,170,554,2042
2021-11-06,2246,335,1385,526,2765,164,564,2037
